host,first_seen,issuer,apex,source,certs,evidence
rest-bulk.k8s.cluster-001.p-use-1.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
subcenter-us02.k8s.cluster-002.p-use-1.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
subcenter.k8s.cluster-002.p-use-1.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
testkube.k8s.test-001.t-usw-2.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,7,infrastructure (certificate transparency)
thanos-bucket.k8s.test-001.t-usw-2.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,9,infrastructure (certificate transparency)
thanos-grpc-query.k8s.test-001.t-usw-2.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,9,infrastructure (certificate transparency)
thanos-query-frontend-http.k8s.test-001.t-usw-2.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,10,infrastructure (certificate transparency)
thanos-query.k8s.test-001.t-usw-2.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,10,infrastructure (certificate transparency)
thanos-store.k8s.test-001.t-usw-2.braze.com,2026-06-07,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,9,infrastructure (certificate transparency)
airflow-datalake.k8s.cluster-001.p-apne-2.braze.com,2026-06-08,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
argo-rollouts.k8s.test-001.t-usw-2.braze.com,2026-06-08,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,2,infrastructure (certificate transparency)
bifrost.d-use-1.braze.com,2026-06-08,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
dataexport-test-hipaa.k8s.region-001.p-use-1.braze.com,2026-06-08,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
html-iam-templating-engine.k8s.region-001.p-aze-us.braze.com,2026-06-08,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rollouts-demo.k8s.test-001.t-usw-2.braze.com,2026-06-08,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,3,infrastructure (certificate transparency)
scim.braze.com,2026-06-08,"C=US, O=Let's Encrypt, CN=YE2",braze.com,certspotter,1,infrastructure (certificate transparency)
cc-sdk-01.k8s.cluster-001.p-apse-2.braze.com,2026-06-09,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
clickhouse-atlantis.k8s.tools-001.p-use-1.braze.com,2026-06-09,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
clickhouse-connect.k8s.cluster-010.p-use-1.braze.com,2026-06-09,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
clickhouse-connect.k8s.region-001.p-apse-2.braze.com,2026-06-09,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
clickhouse-connect.k8s.region-001.p-use-1.braze.com,2026-06-09,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,2,infrastructure (certificate transparency)
cpaas-callback-service.k8s.cluster-004.p-use-1.braze.com,2026-06-09,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
dataexport-standard-hipaa.k8s.region-001.p-use-1.braze.com,2026-06-09,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
diagnostic-logs-api.k8s.region-001.d-use-1.braze.com,2026-06-09,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
events.braze.com,2026-06-09,"C=US, O=Let's Encrypt, CN=YE2",braze.com,certspotter,4,infrastructure (certificate transparency)
fallback.iad-01.braze.com,2026-06-09,"C=US, O=Google Trust Services, CN=WR1",braze.com,certspotter,4,infrastructure (certificate transparency)
intel-rabbitmq.k8s.region-001.s-aze-us.braze.com,2026-06-09,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-rest.kr-01.braze.com,2026-06-09,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-01-internal-app.k8s.cluster-001.p-apne-2.braze.com,2026-06-09,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-01-internal.kr-01.braze.com,2026-06-09,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
airflow.k8s.cluster-001.p-apse-3.braze.com,2026-06-10,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
cpaas-callback-service.k8s.cluster-001.p-apse-2.braze.com,2026-06-10,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
cpaas-callback-service.k8s.cluster-002.p-use-1.braze.com,2026-06-10,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
cpaas-callback-service.k8s.cluster-003.p-use-1.braze.com,2026-06-10,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
dataexport-backup-connector-hipaa.k8s.region-001.p-use-1.braze.com,2026-06-10,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
dataexport-standard.k8s.cluster-001.p-aze-us.braze.com,2026-06-10,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
dataexport-standard.k8s.region-001.p-use-1.braze.com,2026-06-10,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
dataexport-test.k8s.cluster-001.p-aze-us.braze.com,2026-06-10,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
dataexport-test.k8s.region-001.p-use-1.braze.com,2026-06-10,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
dscs.k8s.tools-001.p-use-1.braze.com,2026-06-10,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
dscs.k8s.tools-001.s-use-1.braze.com,2026-06-10,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
html-iam-templating-engine.k8s.tools-001.d-use-1.braze.com,2026-06-10,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-tools-queue-cache.id-01.braze.com,2026-06-10,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-tools-queue-cache.k8s.cluster-001.p-apse-3.braze.com,2026-06-10,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-tools.k8s.cluster-001.p-apse-3.braze.com,2026-06-10,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
internal.id-01.braze.com,2026-06-10,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
navi.k8s.region-001.s-use-1.braze.com,2026-06-10,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
openbao.k8s.core-001.cp-use-1.braze.com,2026-06-10,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rits.k8s.cluster-001.p-apse-3.braze.com,2026-06-10,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rits.k8s.region-001.p-apse-2.braze.com,2026-06-10,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
sf-proxy.infra.braze.com,2026-06-10,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
airflow.k8s.region-001.p-apse-2.braze.com,2026-06-11,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
caboodle.k8s.test-001.d-usw-2.braze.com,2026-06-11,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
community.braze.com,2026-06-11,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,2,infrastructure (certificate transparency)
devopsbot.infra.braze.com,2026-06-11,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
devopsbot.k8s.core-001.cp-use-1.braze.com,2026-06-11,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
mdb-opsmgr.k8s.test-003.t-usw-2.braze.com,2026-06-11,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
argocd.k8s.core-001.cp-use-1.braze.com,2026-06-12,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
dust.k8s.cluster-004.p-use-1.braze.com,2026-06-12,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
dust2.k8s.cluster-004.p-use-1.braze.com,2026-06-12,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
eck-cluster-staging.k8s.stc-001.s-use-1.braze.com,2026-06-12,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
html-iam-templating-engine.k8s.cluster-001.p-apne-2.braze.com,2026-06-12,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-tools.k8s.cluster-001.p-apne-2.braze.com,2026-06-12,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-tools.k8s.region-001.p-apse-2.braze.com,2026-06-12,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
internal.au.braze.com,2026-06-12,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
internal.kr-01.braze.com,2026-06-12,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
kafka-ui.k8s.cluster-001.d-use-1.braze.com,2026-06-12,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
kibana-eck-staging.k8s.stc-001.s-use-1.braze.com,2026-06-12,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
podinfo-canary.k8s.test-003.t-usw-2.braze.com,2026-06-12,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
prometheus.k8s.infra-001.i-use-1.braze.com,2026-06-12,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
prometheus.k8s.region-001.s-use-1.braze.com,2026-06-12,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
prometheus.k8s.tools-001.s-use-1.braze.com,2026-06-12,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rits.k8s.cluster-001.p-apne-2.braze.com,2026-06-12,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rundeck.braze.com,2026-06-12,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
rundeck.infra.braze.com,2026-06-12,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
rundeck.k8s.core-001.cp-use-1.braze.com,2026-06-12,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
tenant.k8s.cluster-001.p-apse-3.braze.com,2026-06-12,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
dataexport-backup-connector.k8s.cluster-001.p-aze-us.braze.com,2026-06-13,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
dataexport-backup-connector.k8s.region-001.p-use-1.braze.com,2026-06-13,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
grafana.k8s.region-001.s-use-1.braze.com,2026-06-13,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-tools-queue-cache.k8s.cluster-001.p-apne-2.braze.com,2026-06-13,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-tools-queue-cache.kr-01.braze.com,2026-06-13,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
itp-api.braze.com,2026-06-13,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
itp-api.k8s.region-001.p-use-1.braze.com,2026-06-13,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
thanos-bucket.k8s.cluster-004.p-use-1.braze.com,2026-06-13,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
thanos-grpc-query.k8s.cluster-004.p-use-1.braze.com,2026-06-13,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
thanos-query.k8s.cluster-004.p-use-1.braze.com,2026-06-13,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
cdn-staging.braze.com,2026-06-14,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,2,infrastructure (certificate transparency)
cdn.braze.com,2026-06-14,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,4,infrastructure (certificate transparency)
churn-pangolin.d-use-1.braze.com,2026-06-14,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
consul.k8s.core-001.cd-use-1.braze.com,2026-06-14,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
data-lake-streaming-connect.k8s.cluster-001.p-apne-2.braze.com,2026-06-14,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
data-lake-user-profile-connect.k8s.cluster-001.p-apne-2.braze.com,2026-06-14,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
dataexport-canary.k8s.cluster-001.d-use-1.braze.com,2026-06-14,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
dataexport-canary.k8s.cluster-001.p-apne-1.braze.com,2026-06-14,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
dataexport-canary.k8s.cluster-001.p-apne-2.braze.com,2026-06-14,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
go.braze.com,2026-06-14,"C=US, O=Google Trust Services, CN=WR1",braze.com,certspotter,2,infrastructure (certificate transparency)
html-iam-templating-engine.k8s.region-001.d-use-1.braze.com,2026-06-14,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
itp-api.development.braze.com,2026-06-14,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
itp-api.k8s.region-001.d-use-1.braze.com,2026-06-14,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
kirby.k8s.cluster-001.p-apne-2.braze.com,2026-06-14,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
sondheim.braze.com,2026-06-14,"C=US, O=Google Trust Services, CN=WR1",braze.com,certspotter,6,infrastructure (certificate transparency)
tenant.k8s.region-001.d-use-1.braze.com,2026-06-14,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
thanos-bucket.k8s.cluster-003.p-use-1.braze.com,2026-06-14,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
change-management.k8s.tools-001.d-use-1.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
dataexport-behaviors.k8s.cluster-001.s-use-1.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
dataexport-canary.k8s.cluster-001.p-aze-us.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
dataexport-engagement.k8s.cluster-001.s-use-1.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
dataexport-messaging.k8s.cluster-001.s-use-1.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
intel-rabbitmq.k8s.cluster-001.p-apse-3.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
intel-rabbitmq.k8s.region-001.d-use-1.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-dashboard-01.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-dashboard-us01.k8s.cluster-001.p-use-1.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-dashboard.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-dashboard.k8s.cluster-001.p-use-1.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-tools.k8s.region-001.d-use-1.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-tools.k8s.region-001.p-aze-us.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
internal.azure.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
internal.development.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
itp-api.id-01.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
itp-api.k8s.cluster-001.p-apse-3.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
kamaji-api-release.k8s.test-005.t-usw-2.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
kamaji-gha.platform.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
kamaji-github-release.k8s.test-005.t-usw-2.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
kamaji-ui-release.k8s.test-005.t-usw-2.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
kamaji.platform.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
kargo.k8s.core-001.cp-use-1.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
kirby-kafka-connect.k8s.cluster-001.p-apne-2.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
navi.k8s.cluster-001.p-apne-2.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
prometheus-pushgateway.k8s.cluster-005.p-use-1.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rits.k8s.region-001.d-use-1.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
rits.k8s.region-001.p-aze-us.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
tenant.k8s.region-001.s-use-1.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
thanos-bucket.k8s.cluster-007.p-use-1.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
thanos-grpc-query.k8s.cluster-003.p-use-1.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
thanos-grpc-query.k8s.cluster-007.p-use-1.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
thanos-query.k8s.cluster-003.p-use-1.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
thanos-query.k8s.cluster-007.p-use-1.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
thanos-query.k8s.cluster-009.p-use-1.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
thanos-store.k8s.cluster-003.p-use-1.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
thanos-store.k8s.cluster-007.p-use-1.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
thanos-store.k8s.cluster-009.p-use-1.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
www.braze.com,2026-06-15,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,2,infrastructure (certificate transparency)
argo-rollouts.k8s.cluster-001.d-use-1.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
argo-rollouts.k8s.core-001.cd-use-1.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
argo-rollouts.k8s.region-001.d-use-1.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
argo-rollouts.k8s.stc-001.d-use-1.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
argo-rollouts.k8s.test-003.t-usw-2.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
argo-rollouts.k8s.tools-001.d-use-1.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
argocd.k8s.cluster-001.d-use-1.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
argocd.k8s.core-001.cd-use-1.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
argocd.k8s.region-001.d-use-1.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
argocd.k8s.stc-001.d-use-1.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
argocd.k8s.test-001.t-usw-2.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,4,infrastructure (certificate transparency)
argocd.k8s.test-003.t-usw-2.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
argocd.k8s.tools-001.d-use-1.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
itp-api-08.p-aze-us.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
itp-api.k8s.region-001.p-aze-us.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
pcedms-staging.cd-use-1.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
playwright.k8s.cluster-001.p-apne-2.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
sf-proxy-internal.d-use-1.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
tenant.k8s.region-001.p-use-1.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
thanos-bucket.k8s.cluster-009.p-use-1.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
thanos-bucket.k8s.infra-001.i-use-1.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,2,infrastructure (certificate transparency)
thanos-grpc-query.k8s.cluster-009.p-use-1.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
thanos-grpc-query.k8s.infra-001.i-use-1.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,2,infrastructure (certificate transparency)
thanos-query-frontend-http.k8s.infra-001.i-use-1.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,2,infrastructure (certificate transparency)
thanos-query.k8s.infra-001.i-use-1.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,2,infrastructure (certificate transparency)
thanos-store.k8s.infra-001.i-use-1.braze.com,2026-06-16,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,2,infrastructure (certificate transparency)
albumapp.k8s.tools-001.d-use-1.braze.com,2026-06-17,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
argo-rollouts.k8s.cluster-001.p-apne-1.braze.com,2026-06-17,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
argo-rollouts.k8s.cluster-001.p-apne-2.braze.com,2026-06-17,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
