host,first_seen,issuer,apex,source,certs,evidence
subcenter.k8s.cluster-001.p-apne-1.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
subcenter.k8s.cluster-003.p-use-1.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
support.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,2,infrastructure (certificate transparency)
thanos-query-frontend-grpc.k8s.infra-001.i-use-1.braze.com,2026-07-05,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
cc-sdk-01.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
cc-sdk-01.k8s.cluster-001.p-apne-1.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
cc-sdk-01.k8s.cluster-001.p-use-1.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
cf.iad-01.braze.com,2026-07-06,"C=US, O=Google Trust Services, CN=WR1",braze.com,certspotter,2,infrastructure (certificate transparency)
editor-storybook.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
editor-storybook.k8s.tools-001.d-use-1.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
go-apis.k8s.cluster-001.p-apne-1.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
info.braze.com,2026-07-06,"C=US, O=Google Trust Services, CN=WR1",braze.com,certspotter,2,infrastructure (certificate transparency)
internal-rest.jp-01.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
mail-tracker-01.us-10.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YE1",braze.com,certspotter,2,infrastructure (certificate transparency)
mcp.k8s.cluster-001.d-use-1.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
partners.k8s.cluster-001.d-use-1.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
prometheus-pushgateway.k8s.test-005.t-usw-2.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
prometheus.k8s.test-005.t-usw-2.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-01-internal-app.k8s.cluster-001.p-apne-1.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-01-internal.jp-01.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-01-secondary.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-01-secondary.k8s.cluster-001.p-apne-1.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-01-secondary.k8s.cluster-001.p-use-1.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-01.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-01.k8s.cluster-001.p-apne-1.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-01.k8s.cluster-001.p-use-1.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
rest-bulk.k8s.cluster-001.p-apne-1.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
sdk-01.k8s.cluster-001.p-apne-1.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
sdk.iad-01.staging.braze.com,2026-07-06,"C=US, O=Google Trust Services, CN=WE1",braze.com,certspotter,2,infrastructure (certificate transparency)
subcenter-us01.k8s.cluster-001.p-use-1.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
subcenter.iad-01.staging.braze.com,2026-07-06,"C=US, O=Google Trust Services, CN=WR1",braze.com,certspotter,4,infrastructure (certificate transparency)
subcenter.k8s.cluster-001.p-use-1.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
thanos-bucket.k8s.test-005.t-usw-2.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,2,infrastructure (certificate transparency)
thanos-grpc-query.k8s.test-005.t-usw-2.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
thanos-query.k8s.test-005.t-usw-2.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
thanos-store.k8s.test-005.t-usw-2.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
us-10.braze.com,2026-07-06,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,2,infrastructure (certificate transparency)
anna.braze.com,2026-07-07,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,4,infrastructure (certificate transparency)
dashboard-07.braze.com,2026-07-07,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
dashboard-us07.k8s.cluster-007.p-use-1.braze.com,2026-07-07,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
dashboard.k8s.cluster-007.p-use-1.braze.com,2026-07-07,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
elsa.braze.com,2026-07-07,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,9,infrastructure (certificate transparency)
go-apis.k8s.cluster-001.p-aze-us.braze.com,2026-07-07,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
go-apis.k8s.cluster-001.p-use-1.braze.com,2026-07-07,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
go-apis.k8s.cluster-002.p-use-1.braze.com,2026-07-07,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
go-apis.k8s.cluster-004.p-use-1.braze.com,2026-07-07,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
go-apis.k8s.cluster-005.p-use-1.braze.com,2026-07-07,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-dashboard-07.braze.com,2026-07-07,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-dashboard-us07.k8s.cluster-007.p-use-1.braze.com,2026-07-07,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
internal-dashboard.k8s.cluster-007.p-use-1.braze.com,2026-07-07,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
itp-model-api.development.braze.com,2026-07-07,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
itp-model-api.k8s.region-001.d-use-1.braze.com,2026-07-07,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
prometheus-pushgateway.k8s.region-001.s-use-1.braze.com,2026-07-07,"C=US, O=Let's Encrypt, CN=YR2",braze.com,certspotter,1,infrastructure (certificate transparency)
tenant.k8s.cluster-001.p-apne-1.braze.com,2026-07-07,"C=US, O=Let's Encrypt, CN=YR1",braze.com,certspotter,1,infrastructure (certificate transparency)
